0, 0.30195531304710327
1, 0.29460053359240357
2, 0.29352801582204163
3, 0.29291284940524714
4, 0.29240775508615474
5, 0.29204380780909406
6, 0.2917302260705987
7, 0.2915221215009396
8, 0.29135672802165435
9, 0.29120233698186865
10, 0.29106097091892164
11, 0.29094482999662247
12, 0.290786169506245
13, 0.2907018733101328
14, 0.29062150309156803
15, 0.2904746592558567
16, 0.2904269484209072
17, 0.2902898241628054
18, 0.29025426558233863
19, 0.2901796394801799
20, 0.29009917479760566
21, 0.28999995402379736
22, 0.289967094407012
23, 0.2899323759821186
24, 0.28986231785923516
25, 0.289803872212821
26, 0.28973970053278825
27, 0.2897068676154561
28, 0.28967777263614053
29, 0.28959583152397445
30, 0.28957909018777556
