0, 0.6207087992083947
1, 0.5375860314382258
2, 0.5261405921942385
3, 0.5211347513966877
4, 0.5184633691158004
5, 0.5163648700415867
6, 0.5155943901907957
7, 0.514194269563371
8, 0.5133099033881026
9, 0.5123568556707666
10, 0.5113386388865179
11, 0.5109183663894094
12, 0.5099332493855859
13, 0.5095213988104127
14, 0.5093620033773044
15, 0.5087253805480033
16, 0.5082813476845096
17, 0.5078457035782562
18, 0.5071699413216799
19, 0.5072468145551668
20, 0.5066042267875441
21, 0.5063550127866784
22, 0.5060856956117683
23, 0.5059430437781459
24, 0.5056766410979381
25, 0.5053849337830785
26, 0.5051202232060342
27, 0.5050311822412157
28, 0.504688396828541
29, 0.5043735509952398
30, 0.5044354543544245
31, 0.5042947241437897
32, 0.504305708440979
33, 0.5039688204302268
34, 0.5035397006069137
35, 0.5034666315991037
36, 0.5031366198952066
37, 0.5033258192654799
38, 0.5032296311957858
39, 0.5032020360813928
40, 0.5030221133119357
41, 0.5024955873684178
42, 0.5026601722130456
43, 0.5025591508847301
44, 0.5025453358212899
45, 0.5021275675511158
46, 0.5021783818552691
47, 0.5018008495840459
48, 0.5019471111709572
49, 0.5018844667079388
50, 0.5018384270783588
51, 0.5018687545600788
52, 0.5013886792781849
53, 0.5011852266408198
54, 0.5013483983171083
55, 0.5009868596101575
56, 0.5010268873377086
57, 0.5009625133287153
58, 0.5012286662356377
59, 0.5008291681801753
60, 0.50070430325567
61, 0.5007409898399648
62, 0.5001725002785417
63, 0.5004664264333918
