0, 0.9775980633638531
1, 0.954217684469806
2, 0.9492413292050962
3, 0.9465667846828455
4, 0.944391003894884
5, 0.9428812461610364
6, 0.9415250163206481
7, 0.9405542939159802
8, 0.9398873862656474
9, 0.9391868874979755
10, 0.9383814051734107
11, 0.9380036812361595
12, 0.9373788267514569
13, 0.9367427435538731
14, 0.9364090933264043
15, 0.9358216347579862
16, 0.935603206279071
17, 0.9350690410986612
18, 0.9347929842992205
19, 0.9346175377087264
20, 0.9342548117749966
21, 0.9338792395855043
22, 0.9337676747914199
23, 0.9336388194500191
24, 0.933213820275273
25, 0.93309644971098
26, 0.9328232063019317
27, 0.9325778903061877
28, 0.9325392154486378
29, 0.9321816367359714
30, 0.93213986561937
31, 0.931798516187093
32, 0.9318330555191667
33, 0.9316095463672338
34, 0.931505399918302
35, 0.931324871716655
36, 0.9310607195051939
37, 0.9308790079189802
38, 0.9309744574211049
39, 0.9307623006129637
40, 0.9307432300076639
41, 0.930382255996413
42, 0.9304050199812887
43, 0.930111191008101
44, 0.9302189435128666
45, 0.9300836471925014
46, 0.9297760892863975
47, 0.9299581775109974
48, 0.9295926783966056
49, 0.9295296297992304
