0, 0.7624069755823268
1, 0.7449687644263753
2, 0.7413472501084506
3, 0.7393561057740713
4, 0.7376591074867697
5, 0.7365984240037279
6, 0.7356969292457831
7, 0.7350302852145997
8, 0.7345537575344049
9, 0.7341053027346649
10, 0.7335828440566527
11, 0.7333030014936657
12, 0.7328876418456831
13, 0.7324981696855397
14, 0.7323005974309736
15, 0.7319024232199697
16, 0.731687900229641
17, 0.7313137876299257
18, 0.7312123581823444
19, 0.7310026869010202
20, 0.7307071326222532
21, 0.7304788758567066
22, 0.7304053679470845
